path,label
/parai/drum_samples/hihat/hihat - gato @didusayaster.wav,hihat
/parai/drum_samples/hihat/highhat1.mp3,hihat
/parai/drum_samples/808/NOST - 808 #7 (C).wav,808
/parai/drum_samples/kick/michigan kick.wav,kick
/parai/drum_samples/clap/NOST - Clap 15.wav,clap
/parai/drum_samples/clap/clap (12).wav,clap
/parai/drum_samples/808/808 - silo zay @didusayaster.wav,808
/parai/drum_samples/808/808 (10).wav,808
/parai/drum_samples/808/fav 808.wav,808
/parai/drum_samples/808/808 (76).wav,808
/parai/drum_samples/clap/clap [grain 2].wav,clap
/parai/drum_samples/openhat/openhighhat2.mp3,openhat
/parai/drum_samples/808/fish 808 @thecxdy ~patreon~.wav,808
/parai/drum_samples/snare/snare - broke @didusayaster.wav,snare
/parai/drum_samples/clap/Clap (This Was Live).wav,clap
/parai/drum_samples/808/Clean 808 @khemics_.wav,808
/parai/drum_samples/808/wide body 808 @thecxdy.wav,808
/parai/drum_samples/808/extendo spinz [808].wav,808
/parai/drum_samples/808/dreamcast2 808 (3).wav,808
/parai/drum_samples/openhat/OH - southside.wav,openhat
/parai/drum_samples/808/808 (17).wav,808
/parai/drum_samples/hihat/hihat (hellcat).wav,hihat
/parai/drum_samples/hihat/ok hihat.wav,hihat
/parai/drum_samples/808/MT2_Paradox 808.wav,808
/parai/drum_samples/openhat/MT2_Pacman OH.wav,openhat
/parai/drum_samples/hihat/hi hat (1).wav,hihat
/parai/drum_samples/hihat/hi hat (51).wav,hihat
/parai/drum_samples/808/Dynox - Chase 808 @dynoxmusic.wav,808
/parai/drum_samples/808/tell em [808].wav,808
/parai/drum_samples/808/808 - genshin sub @didusayaster.wav,808
/parai/drum_samples/808/808 - [Mobpinz] @pro_mobin @looplegend_.wav,808
/parai/drum_samples/808/no lie 808.wav,808
/parai/drum_samples/hihat/hh [chaos].wav,hihat
/parai/drum_samples/snare/snare [sorcery].wav,snare
/parai/drum_samples/openhat/realistic ophat.wav,openhat
/parai/drum_samples/hihat/poker hh.wav,hihat
/parai/drum_samples/clap/Clap (Dont Wait).wav,clap
/parai/drum_samples/clap/Clap (R Kelly Aint The Goat He Just Corrupted RNB).wav,clap
/parai/drum_samples/hihat/lightweight [hh].wav,hihat
/parai/drum_samples/808/Dynox - Fourteen 808 @dynoxmusic.wav,808
/parai/drum_samples/snare/snare - wonder @rip.warheart.wav,snare
/parai/drum_samples/hihat/RONNYJ_hihat_02_idk_u.wav,hihat
/parai/drum_samples/808/smoove 808.wav,808
/parai/drum_samples/808/NOST - 808 #6 (D).wav,808
/parai/drum_samples/808/808 (46).wav,808
/parai/drum_samples/snare/snare (20).wav,snare
/parai/drum_samples/openhat/prank oh.wav,openhat
/parai/drum_samples/808/808 (56).wav,808
/parai/drum_samples/clap/California Clap @khemics_.wav,clap
/parai/drum_samples/hihat/HH 11.wav,hihat
/parai/drum_samples/808/808 (74).wav,808
/parai/drum_samples/hihat/HAT - djyoungkash.wav,hihat
/parai/drum_samples/hihat/HH (TTP).wav,hihat
/parai/drum_samples/snare/snare [percys].wav,snare
/parai/drum_samples/808/808 (19).wav,808
/parai/drum_samples/hihat/HH 13.wav,hihat
/parai/drum_samples/clap/clap (skorpion).wav,clap
/parai/drum_samples/clap/{PNB} Clap.wav,clap
/parai/drum_samples/808/[] 808 - descendant 2.wav,808
/parai/drum_samples/808/808 (casper).wav,808
/parai/drum_samples/snare/galica alt sn @thecxdy.wav,snare
/parai/drum_samples/hihat/Industry Hihat @khemics_.wav,hihat
/parai/drum_samples/808/XanGang Sub.wav,808
/parai/drum_samples/808/Savage 808 @khemics_.wav,808
/parai/drum_samples/openhat/Wizard 2 OH @khemics_.wav,openhat
/parai/drum_samples/hihat/claptrap [hh].wav,hihat
/parai/drum_samples/clap/clap (vincecarter).wav,clap
/parai/drum_samples/808/808 - lies u tell @rip.warheart.wav,808
/parai/drum_samples/snare/ethereal snare.wav,snare
/parai/drum_samples/openhat/[] open - gucci.wav,openhat
/parai/drum_samples/kick/Kick 14.wav,kick
/parai/drum_samples/clap/paint clap.wav,clap
/parai/drum_samples/808/telephone 808 @thecxdy.wav,808
/parai/drum_samples/snare/belmont sn @thecxdy.wav,snare
/parai/drum_samples/openhat/Drift OH @khemics_.wav,openhat
/parai/drum_samples/808/808 (57).wav,808
/parai/drum_samples/808/808 - tic tac.wav,808
/parai/drum_samples/clap/Wunna Clap @khemics_.wav,clap
/parai/drum_samples/snare/Snare (She Done Left Me Now I Got Nuthin 2 Write About).wav,snare
/parai/drum_samples/808/+noita 808 @thecxdy.wav,808
/parai/drum_samples/clap/clap - banned at 10.3k @rip.warheart.wav,clap
/parai/drum_samples/clap/Clap 4.wav,clap
/parai/drum_samples/snare/Dynox - Plong Snare @dynoxmusic.wav,snare
/parai/drum_samples/clap/clap (33).wav,clap
/parai/drum_samples/openhat/open hat (3).wav,openhat
/parai/drum_samples/clap/sprite clap @thecxdy.wav,clap
/parai/drum_samples/808/Ayeplu$ - Bed Time 808.wav,808
/parai/drum_samples/clap/gunther clap @thecxdy.wav,clap
/parai/drum_samples/808/808 (35).wav,808
/parai/drum_samples/808/808 - tech.wav,808
/parai/drum_samples/hihat/Prophet HH @khemics_.wav,hihat
/parai/drum_samples/openhat/MT2_Brokeup OH.wav,openhat
/parai/drum_samples/808/808 (5).wav,808
/parai/drum_samples/808/808 #1 @taddybbear.wav,808
/parai/drum_samples/808/[] 808 - ponk.wav,808
/parai/drum_samples/808/i dunno 808.wav,808
/parai/drum_samples/808/MT2_Ufo 808.wav,808
/parai/drum_samples/808/Viral 808.wav,808
/parai/drum_samples/808/bomberman 808 @thecxdy.wav,808
/parai/drum_samples/openhat/Misery OH @khemics_.wav,openhat
/parai/drum_samples/clap/Grid Clap @khemics_.wav,clap
/parai/drum_samples/snare/[] snare - trust.wav,snare
/parai/drum_samples/808/MT2_Cyberfuse 808.wav,808
/parai/drum_samples/openhat/MT2_Spud OH.wav,openhat
/parai/drum_samples/hihat/Dynox - Juiced HiHat @dynoxmusic.wav,hihat
/parai/drum_samples/808/LC 808 3.wav,808
/parai/drum_samples/kick/toxic [kick].wav,kick
/parai/drum_samples/808/808 (91).wav,808
/parai/drum_samples/kick/MT2_POLYWRLD Kick.wav,kick
/parai/drum_samples/openhat/open hat - drift @rip.warheart.wav,openhat
/parai/drum_samples/clap/CLAP - yoppa talk.wav,clap
/parai/drum_samples/hihat/[] hat - dream.wav,hihat
/parai/drum_samples/clap/NOST - Clap 01.wav,clap
/parai/drum_samples/snare/SNARE - idk.wav,snare
/parai/drum_samples/openhat/OP 1.wav,openhat
/parai/drum_samples/kick/kick2.mp3,kick
/parai/drum_samples/snare/Snare (Risen).wav,snare
/parai/drum_samples/snare/Snare - [Future] @looplegend_.wav,snare
/parai/drum_samples/openhat/open hat - forces @rip.warheart.wav,openhat
/parai/drum_samples/snare/snare [exodia].wav,snare
/parai/drum_samples/hihat/Hi-Hat 1.wav,hihat
/parai/drum_samples/808/X 808 X.wav,808
/parai/drum_samples/808/+dithered 808 @thecxdy.wav,808
/parai/drum_samples/snare/snare (boyz).wav,snare
/parai/drum_samples/808/angelika 808 @thecxdy ~patreon~.wav,808
/parai/drum_samples/kick/[] kick - roaming.wav,kick
/parai/drum_samples/snare/DANIKIYOKO Snare 2.wav,snare
/parai/drum_samples/808/Yacht 808 @khemics_.wav,808
/parai/drum_samples/hihat/Khemical HH @khemics_.wav,hihat
/parai/drum_samples/808/Ayeplu$ - Ladies Night (Short) 808.wav,808
/parai/drum_samples/hihat/trick hh.wav,hihat
/parai/drum_samples/808/MT2_RollinStone 808.wav,808
/parai/drum_samples/808/808 (55).wav,808
/parai/drum_samples/kick/Kick (Textured Rack).wav,kick
/parai/drum_samples/openhat/Open Hat - [Wiowiowio] @looplegend_.wav,openhat
/parai/drum_samples/openhat/OP 2.wav,openhat
/parai/drum_samples/clap/NOST - Clap 02.wav,clap
/parai/drum_samples/808/rich [808].wav,808
/parai/drum_samples/snare/snare4.mp3,snare
/parai/drum_samples/hihat/Agressive HH @khemics_.wav,hihat
/parai/drum_samples/hihat/HH #3 @taddybbear.wav,hihat
/parai/drum_samples/808/Ayeplu$ - Ladies Night 808.wav,808
/parai/drum_samples/openhat/Animal OH @khemics_.wav,openhat
/parai/drum_samples/hihat/Classic hat 2.wav,hihat
/parai/drum_samples/clap/clap (24).wav,clap
/parai/drum_samples/hihat/siren hh @thecxdy.wav,hihat
/parai/drum_samples/808/808 [scythe].wav,808
/parai/drum_samples/snare/snare (5).wav,snare
/parai/drum_samples/hihat/HAT - pierre.wav,hihat
/parai/drum_samples/hihat/Hi-Hat 3.wav,hihat
/parai/drum_samples/808/[] 808 - yeet.wav,808
/parai/drum_samples/808/xcite bike 808 @thecxdy.wav,808
/parai/drum_samples/hihat/hihat - zenologay @rip.warheart.wav,hihat
/parai/drum_samples/snare/snare (showboat).wav,snare
/parai/drum_samples/808/Rare 808.wav,808
/parai/drum_samples/808/x com 808 @thecxdy.wav,808
/parai/drum_samples/clap/Clap - [Sludge] @looplegend_.wav,clap
/parai/drum_samples/openhat/OP 17.wav,openhat
/parai/drum_samples/snare/nash [snare].wav,snare
/parai/drum_samples/808/[] 808 - shuhoku.wav,808
/parai/drum_samples/clap/Clap (This A Lil More 2000s Sounding But IDGAF).wav,clap
/parai/drum_samples/kick/womp kick.wav,kick
/parai/drum_samples/snare/21 sn @thecxdy.wav,snare
/parai/drum_samples/hihat/MT2_Rollo HH.wav,hihat
/parai/drum_samples/clap/clap (46).wav,clap
/parai/drum_samples/clap/basic clap.wav,clap
/parai/drum_samples/openhat/! Signature 3 OH @khemics_.wav,openhat
/parai/drum_samples/openhat/#drone open crash (tempo sync_d) @thecxdy.wav,openhat
/parai/drum_samples/openhat/open hat (28).wav,openhat
/parai/drum_samples/hihat/hi hat (41).wav,hihat
/parai/drum_samples/808/wtf 808 @thecxdy.wav,808
/parai/drum_samples/hihat/HH (Alien).wav,hihat
/parai/drum_samples/hihat/hi hat (13).wav,hihat
/parai/drum_samples/808/Üh 808 @khemics_.wav,808
/parai/drum_samples/kick/Kick (Vinyl).wav,kick
/parai/drum_samples/openhat/[] open - zelda.wav,openhat
/parai/drum_samples/snare/Snare - [XO] @looplegend_.wav,snare
/parai/drum_samples/hihat/HH (Tin Can).wav,hihat
/parai/drum_samples/hihat/[] hat - yeet.wav,hihat
/parai/drum_samples/kick/Kick (Go To).wav,kick
/parai/drum_samples/snare/snare (19).wav,snare
/parai/drum_samples/808/Mexi 808.wav,808
/parai/drum_samples/snare/dreamcast2 Snare (5).wav,snare
/parai/drum_samples/hihat/highhat2.mp3,hihat
/parai/drum_samples/snare/kenny snare.wav,snare
/parai/drum_samples/808/808 - simp @rip.warheart.wav,808
/parai/drum_samples/clap/clap - war @rip.warheart.wav,clap
/parai/drum_samples/hihat/hh [raigeki].wav,hihat
/parai/drum_samples/clap/clap (whitegirl).wav,clap
/parai/drum_samples/kick/[] kick - plasma.wav,kick
/parai/drum_samples/808/808 14.wav,808
/parai/drum_samples/openhat/OH (Old School).wav,openhat
/parai/drum_samples/clap/clap - softnb @didusayaster.wav,clap
/parai/drum_samples/808/808 - saitan @didusayaster.wav,808
/parai/drum_samples/snare/snare [necro].wav,snare
/parai/drum_samples/hihat/HH 7.wav,hihat
/parai/drum_samples/clap/Money Clap @khemics_.wav,clap
/parai/drum_samples/openhat/open hat (52).wav,openhat
/parai/drum_samples/808/rampart 808 @thecxdy.wav,808
/parai/drum_samples/clap/Expensive Clap @khemics_.wav,clap
/parai/drum_samples/snare/MT2_Ducktape Snare.wav,snare
/parai/drum_samples/hihat/hi hat (38).wav,hihat
/parai/drum_samples/clap/DANIKIYOKO Clap 6.wav,clap
/parai/drum_samples/openhat/open hat (16).wav,openhat
/parai/drum_samples/hihat/MT2_Unanimous HH.wav,hihat
/parai/drum_samples/808/808 2.wav,808
/parai/drum_samples/snare/Daityas - Dhol Snare.wav,snare
/parai/drum_samples/hihat/hihat - myra @didusayaster.wav,hihat
/parai/drum_samples/snare/[] snare - zelda.wav,snare
/parai/drum_samples/kick/lean kick.wav,kick
/parai/drum_samples/snare/SNARE TRAPAHOLICS.wav,snare
/parai/drum_samples/hihat/HH 8.wav,hihat
/parai/drum_samples/clap/CLAP - cancun.wav,clap
/parai/drum_samples/808/808 - mystery machine.wav,808
/parai/drum_samples/openhat/Lowend OH @khemics_.wav,openhat
/parai/drum_samples/kick/kankan gin$eng kick.wav,kick
/parai/drum_samples/clap/NOST - Clap 03.wav,clap
/parai/drum_samples/hihat/[] hat - closure.wav,hihat
/parai/drum_samples/openhat/caffeine open hat @thecxdy.wav,openhat
/parai/drum_samples/hihat/HH 1.wav,hihat
/parai/drum_samples/808/808 (21).wav,808
/parai/drum_samples/hihat/Hi-Hat (Shea Butter).wav,hihat
/parai/drum_samples/808/MT2_Signature SUB.wav,808
/parai/drum_samples/hihat/if u send this kit to a lame nigga i will kill u.wav,hihat
/parai/drum_samples/hihat/MT2_Robo HH.wav,hihat
/parai/drum_samples/snare/Wheezy Snare.wav,snare
/parai/drum_samples/snare/Pluto SN @khemics_.wav,snare
/parai/drum_samples/snare/snare [mech].wav,snare
/parai/drum_samples/808/808 (98).wav,808
/parai/drum_samples/snare/NOST - Snare 13.wav,snare
/parai/drum_samples/kick/KICK - for a distorted 808.wav,kick
/parai/drum_samples/hihat/HAT - lame ni-(im white).wav,hihat
/parai/drum_samples/snare/LC Dark Snare 1.wav,snare
/parai/drum_samples/hihat/freak hh @thecxdy.wav,hihat
/parai/drum_samples/snare/Snare 19.wav,snare
/parai/drum_samples/808/Ayeplu$ - Song Bird (Short) 808.wav,808
/parai/drum_samples/808/808 (I Tried).wav,808
/parai/drum_samples/clap/all lights clap @thecxdy.wav,clap
/parai/drum_samples/snare/snare - eva01 @rip.warheart.wav,snare
/parai/drum_samples/snare/XanGang Snare  (2).wav,snare
/parai/drum_samples/openhat/MT2_SemiCymbal OH.wav,openhat
/parai/drum_samples/808/808 - wannabe @rip.warheart.wav,808
/parai/drum_samples/hihat/wide hat copy.wav,hihat
/parai/drum_samples/hihat/hh [mystique].wav,hihat
/parai/drum_samples/hihat/hihat (bluecheese).wav,hihat
/parai/drum_samples/808/Dynox - Buzz 808 @dynoxmusic.wav,808
/parai/drum_samples/openhat/Open Hat - [Bite] @looplegend_.wav,openhat
/parai/drum_samples/hihat/hi hat (12).wav,hihat
/parai/drum_samples/clap/mob clap @thecxdy.wav,clap
/parai/drum_samples/hihat/hihat - gone @didusayaster.wav,hihat
/parai/drum_samples/808/junya 808 @thecxdy.wav,808
/parai/drum_samples/hihat/low hh @thecxdy.wav,hihat
/parai/drum_samples/snare/! Main SN @khemics_.wav,snare
/parai/drum_samples/openhat/OH - yachty.wav,openhat
/parai/drum_samples/snare/SNARE - chop.wav,snare
/parai/drum_samples/hihat/Hi-Hat (Come With Me).wav,hihat
/parai/drum_samples/808/bad habit 808 @thecxdy.wav,808
/parai/drum_samples/openhat/open hat (17).wav,openhat
/parai/drum_samples/hihat/[] hat - index.wav,hihat
/parai/drum_samples/hihat/hi hat (2).wav,hihat
/parai/drum_samples/snare/quack snare.wav,snare
/parai/drum_samples/hihat/Dynox - Garden HiHat @dynoxmusic.wav,hihat
/parai/drum_samples/openhat/Dynox - Flash OpenHat @dynoxmusic.wav,openhat
/parai/drum_samples/snare/DANIKIYOKO Snare 9.wav,snare
/parai/drum_samples/snare/snare (16).wav,snare
/parai/drum_samples/openhat/BASIC.wav,openhat
/parai/drum_samples/snare/[] snare - r34.wav,snare
/parai/drum_samples/clap/CLAP #3 @taddybbear.wav,clap
/parai/drum_samples/snare/snare (wakeup).wav,snare
/parai/drum_samples/clap/Spa Clap @khemics_.wav,clap
/parai/drum_samples/openhat/#scene 1 open crash (tempo sync_d) @thecxdy.wav,openhat
/parai/drum_samples/clap/MT2_Trophies Clap.wav,clap
/parai/drum_samples/kick/MT2_Grailed Kick.wav,kick
/parai/drum_samples/kick/MT2_Cereal Kick.wav,kick
/parai/drum_samples/808/808 - [LoD] @looplegend_.wav,808
/parai/drum_samples/kick/Daityas - Chaska Maska Kick.wav,kick
/parai/drum_samples/openhat/open hat (39).wav,openhat
/parai/drum_samples/808/MT2_Airwalk 808.wav,808
/parai/drum_samples/openhat/open hat (42).wav,openhat
/parai/drum_samples/snare/quetzalcoatl sn @thecxdy.wav,snare
/parai/drum_samples/kick/kick (6).wav,kick
/parai/drum_samples/808/[] 808 - mikoto.wav,808
/parai/drum_samples/openhat/up open hat @thecxdy.wav,openhat
/parai/drum_samples/kick/KICK - pretty distorted.wav,kick
/parai/drum_samples/hihat/hihat (yaoming).wav,hihat
/parai/drum_samples/808/germ x 808 @thecxdy.wav,808
/parai/drum_samples/hihat/HH (Loadout).wav,hihat
/parai/drum_samples/openhat/openhat (yeahyeah).wav,openhat
/parai/drum_samples/kick/fives [kick].wav,kick
/parai/drum_samples/openhat/MT2_Fanta OH.wav,openhat
/parai/drum_samples/808/[] 808 - trust.wav,808
/parai/drum_samples/openhat/icytwat ophat.wav,openhat
/parai/drum_samples/snare/snare (1).wav,snare
/parai/drum_samples/hihat/hi hat (29).wav,hihat
/parai/drum_samples/snare/SNARE - r.i.p..wav,snare
/parai/drum_samples/openhat/Balenciaga OH @khemics_.wav,openhat
/parai/drum_samples/openhat/OH (Barbeque).wav,openhat
/parai/drum_samples/hihat/(RARE) MexikoDro HiHat.wav,hihat
/parai/drum_samples/openhat/oh [wind].wav,openhat
/parai/drum_samples/808/expo 808 @thecxdy.wav,808
/parai/drum_samples/snare/Snare 18.wav,snare
/parai/drum_samples/808/808 - magnolia.wav,808
/parai/drum_samples/808/808 - [Spinz] @looplegend_.wav,808
/parai/drum_samples/hihat/MT2_Tenant HH.wav,hihat
/parai/drum_samples/kick/Kick (Kinda Distorted).wav,kick
/parai/drum_samples/808/[] 808 - gucci.wav,808
/parai/drum_samples/clap/MT2_Clap 1.wav,clap
/parai/drum_samples/snare/snare (stackin).wav,snare
/parai/drum_samples/kick/Daityas - Chappal Kick.wav,kick
/parai/drum_samples/snare/Subtle SN @khemics_.wav,snare
/parai/drum_samples/snare/MT2_Slapclap Snare.wav,snare
/parai/drum_samples/clap/clap (31).wav,clap
/parai/drum_samples/hihat/Zay Hi Hat copy.wav,hihat
/parai/drum_samples/clap/strain clap.wav,clap
/parai/drum_samples/kick/Port Kick @khemics_.wav,kick
/parai/drum_samples/808/808 (4).wav,808
/parai/drum_samples/hihat/o well hh @thecxdy.wav,hihat
/parai/drum_samples/clap/wendy clap @thecxdy.wav,clap
/parai/drum_samples/openhat/Open Hat - [Slat] @looplegend_.wav,openhat
/parai/drum_samples/clap/clap (35).wav,clap
/parai/drum_samples/clap/Clap (Cash).wav,clap
/parai/drum_samples/kick/kick (5).wav,kick
/parai/drum_samples/openhat/open hat - basic oh @didusayaster.wav,openhat
/parai/drum_samples/snare/NOST - Snare 15.wav,snare
/parai/drum_samples/openhat/oh [tetsuo].wav,openhat
/parai/drum_samples/808/dreamcast2 808 (5).wav,808
/parai/drum_samples/808/808 Dro.wav,808
/parai/drum_samples/808/808 - sum wierd shit.wav,808
/parai/drum_samples/kick/jungle kick.wav,kick
/parai/drum_samples/clap/omg klap.wav,clap
/parai/drum_samples/808/808 (80).wav,808
/parai/drum_samples/hihat/hihat - cash @didusayaster.wav,hihat
/parai/drum_samples/snare/Snare (Malibu).wav,snare
/parai/drum_samples/openhat/open hat (26).wav,openhat
/parai/drum_samples/snare/XanGang Snare.wav,snare
/parai/drum_samples/snare/snare (22).wav,snare
/parai/drum_samples/808/808 - heartbreak @rip.warheart.wav,808
/parai/drum_samples/snare/Alex Snare.wav,snare
/parai/drum_samples/hihat/HH (Phaser).wav,hihat
/parai/drum_samples/hihat/cute tiny hat.wav,hihat
/parai/drum_samples/808/+dithered 2 808 @thecxdy.wav,808
/parai/drum_samples/kick/KICK - nice.wav,kick
/parai/drum_samples/808/rollup 808 @thecxdy.wav,808
/parai/drum_samples/clap/clap (27).wav,clap
/parai/drum_samples/hihat/Hat 3.wav,hihat
/parai/drum_samples/clap/All Clap @khemics_.wav,clap
/parai/drum_samples/openhat/open hat (35).wav,openhat
/parai/drum_samples/kick/KICK #1 @taddybbear.wav,kick
/parai/drum_samples/hihat/Hat 1.wav,hihat
/parai/drum_samples/openhat/ashetray open hat @thecxdy.wav,openhat
/parai/drum_samples/snare/snare - aesthetic @rip.warheart.wav,snare
/parai/drum_samples/clap/clap (3).wav,clap
/parai/drum_samples/clap/clap (55).wav,clap
/parai/drum_samples/808/[] 808 - inspire.wav,808
/parai/drum_samples/808/blown speakers [808].wav,808
/parai/drum_samples/kick/Kick - [Rack] @looplegend_.wav,kick
/parai/drum_samples/clap/3 (Plugg).wav,clap
/parai/drum_samples/kick/rip kik.wav,kick
/parai/drum_samples/808/808 (84).wav,808
/parai/drum_samples/snare/DANIKIYOKO Snare 8.wav,snare
/parai/drum_samples/clap/Clap (Go2).wav,clap
/parai/drum_samples/808/nasty 808 @thecxdy.wav,808
/parai/drum_samples/kick/Essential kick 3.wav,kick
/parai/drum_samples/hihat/hi hat (5).wav,hihat
/parai/drum_samples/hihat/hihat - ishowspeed @didusayaster.wav,hihat
/parai/drum_samples/808/808 - gummo.wav,808
/parai/drum_samples/openhat/Open Hat.wav,openhat
/parai/drum_samples/808/zay 808 copy.wav,808
/parai/drum_samples/hihat/hi hat (53).wav,hihat
/parai/drum_samples/hihat/Dynox - Wants HiHat @dynoxmusic.wav,hihat
/parai/drum_samples/snare/snare (15).wav,snare
/parai/drum_samples/snare/alt f4 [snare].wav,snare
/parai/drum_samples/808/808 [seto].wav,808
/parai/drum_samples/808/808 (11).wav,808
/parai/drum_samples/kick/NOST - Kick 02.wav,kick
/parai/drum_samples/openhat/Open Hat - [Classic Short] @looplegend_.wav,openhat
/parai/drum_samples/hihat/hi hat (54).wav,hihat
/parai/drum_samples/snare/dnk sn @thecxdy.wav,snare
/parai/drum_samples/hihat/hihat - kuroneko @rip.warheart.wav,hihat
/parai/drum_samples/clap/clap - eat ur veggies @rip.warheart.wav,clap
/parai/drum_samples/kick/Kick 3.wav,kick
/parai/drum_samples/kick/kick [dust].wav,kick
/parai/drum_samples/hihat/Tracksuit HH @khemics_.wav,hihat
/parai/drum_samples/808/ICYTWAT 808.wav,808
/parai/drum_samples/kick/NOST - Kick 03.wav,kick
/parai/drum_samples/openhat/open hat (49).wav,openhat
/parai/drum_samples/808/808 - [Soft Spinz] @looplegend_.wav,808
/parai/drum_samples/808/Plugg 808 copy.wav,808
/parai/drum_samples/hihat/hi hat (37).wav,hihat
/parai/drum_samples/808/Goosebumps 808 @khemics_.wav,808
/parai/drum_samples/openhat/openhat (nascar).wav,openhat
/parai/drum_samples/snare/LexLugerSnare.wav,snare
/parai/drum_samples/808/spinz 808.wav,808
/parai/drum_samples/snare/no lie snare.wav,snare
/parai/drum_samples/hihat/Spitfire HH @khemics_.wav,hihat
/parai/drum_samples/openhat/[] open - rave bae.wav,openhat
/parai/drum_samples/hihat/ICYTWAT 2 HAT.wav,hihat
/parai/drum_samples/808/808 (26).wav,808
/parai/drum_samples/snare/SNARE - skinny and low.wav,snare
/parai/drum_samples/clap/clap (54).wav,clap
/parai/drum_samples/kick/Kick (Thunder).wav,kick
/parai/drum_samples/hihat/HAT - zay.wav,hihat
/parai/drum_samples/clap/Miratouch Clap @khemics_.wav,clap
/parai/drum_samples/kick/west kick.wav,kick
/parai/drum_samples/hihat/Industry 2 Hihat @khemics_.wav,hihat
/parai/drum_samples/snare/rooster alt sn @thecxdy.wav,snare
/parai/drum_samples/openhat/open hat (5).wav,openhat
/parai/drum_samples/808/808 - koi @rip.warheart.wav,808
/parai/drum_samples/808/caligirls [808].wav,808
/parai/drum_samples/808/808 (48).wav,808
/parai/drum_samples/808/Ayeplu$ - Cocaine (Short) 808.wav,808
/parai/drum_samples/808/808 (79).wav,808
/parai/drum_samples/clap/clap.wav,clap
/parai/drum_samples/openhat/OH - and also a triangle.wav,openhat
/parai/drum_samples/openhat/#hardwok open crash (tempo sync_d) @thecxdy.wav,openhat
/parai/drum_samples/kick/Tall Kick @khemics_.wav,kick
/parai/drum_samples/clap/clap [grain].wav,clap
/parai/drum_samples/808/rant 808.wav,808
/parai/drum_samples/hihat/hihat - luv @rip.warheart.wav,hihat
/parai/drum_samples/808/deny 808 @thecxdy.wav,808
/parai/drum_samples/openhat/[] open - aurora.wav,openhat
/parai/drum_samples/clap/Clap (Wide Acoustic).wav,clap
/parai/drum_samples/808/spinz 808 copy 2.wav,808
/parai/drum_samples/clap/clap - bih slap @rip.warheart.wav,clap
/parai/drum_samples/hihat/NOST - Closed Hi Hat 02.wav,hihat
/parai/drum_samples/hihat/hi hat (31).wav,hihat
/parai/drum_samples/openhat/oh [coke].wav,openhat
/parai/drum_samples/808/plastic bag 808 @thecxdy.wav,808
/parai/drum_samples/hihat/hihat (circlesmall).wav,hihat
/parai/drum_samples/hihat/HH (Snakeskin).wav,hihat
/parai/drum_samples/snare/dreamcast2 Snare (1).wav,snare
/parai/drum_samples/snare/incubus alt sn @thecxdy.wav,snare
/parai/drum_samples/kick/kankan harrd kick like super hard.wav,kick
/parai/drum_samples/openhat/East OH @khemics_.wav,openhat
/parai/drum_samples/clap/clap (labcookhands).wav,clap
/parai/drum_samples/808/trunk 808 @thecxdy ~patreon~.wav,808
/parai/drum_samples/808/Juug 808 copy.wav,808
/parai/drum_samples/clap/clap (52).wav,clap
/parai/drum_samples/snare/dreamcast2 Snare (6).wav,snare
/parai/drum_samples/snare/snare [cyber].wav,snare
/parai/drum_samples/hihat/chanel hh.wav,hihat
/parai/drum_samples/clap/snap (kisses).wav,clap
/parai/drum_samples/snare/Snare (Cheater_Wet).wav,snare
/parai/drum_samples/clap/123 clap @thecxdy.wav,clap
/parai/drum_samples/kick/Kick 1.wav,kick
/parai/drum_samples/clap/Clap copy 2.wav,clap
/parai/drum_samples/openhat/OH #6 @taddybbear.wav,openhat
/parai/drum_samples/clap/Clap - [Metro] @looplegend_.wav,clap
/parai/drum_samples/clap/filter clap.wav,clap
/parai/drum_samples/808/real nigga 4L 808.wav,808
/parai/drum_samples/hihat/NOST - Closed Hi Hat 05.wav,hihat
/parai/drum_samples/808/808 1 copy.wav,808
/parai/drum_samples/hihat/w3st 3nd hh @thecxdy.wav,hihat
/parai/drum_samples/808/808 (50).wav,808
/parai/drum_samples/808/ikea 808 @thecxdy.wav,808
/parai/drum_samples/hihat/hh [storm].wav,hihat
/parai/drum_samples/snare/dreamcast2 Snare (16).wav,snare
/parai/drum_samples/kick/gin$eng kick.wav,kick
/parai/drum_samples/hihat/lightning hh @thecxdy.wav,hihat
/parai/drum_samples/808/MT2_Raze 808.wav,808
/parai/drum_samples/kick/kick (1).wav,kick
/parai/drum_samples/snare/snare [spell].wav,snare
/parai/drum_samples/808/808 - longing @rip.warheart.wav,808
/parai/drum_samples/clap/clap (mollycranberry).wav,clap
/parai/drum_samples/808/808 (41).wav,808
/parai/drum_samples/openhat/drift open hat @thecxdy.wav,openhat
/parai/drum_samples/808/Industry zay 2 @khemics_.wav,808
/parai/drum_samples/808/808 -  molly.wav,808
/parai/drum_samples/clap/Custom Clap @khemics_.wav,clap
/parai/drum_samples/kick/Kick 20.wav,kick
/parai/drum_samples/clap/clap (51).wav,clap
/parai/drum_samples/kick/GoKick3.wav,kick
/parai/drum_samples/808/{PNB} 808 2.wav,808
/parai/drum_samples/hihat/HAT - break the bank.wav,hihat
/parai/drum_samples/kick/Daityas - Thumy Kick.wav,kick
/parai/drum_samples/808/808 - sus @didusayaster.wav,808
/parai/drum_samples/808/zelda 808.wav,808
/parai/drum_samples/clap/[] clap - roaming.wav,clap
